 IPER  ISTEP           TLEN          ILYR                  STAIN                  TOPIN                  BOTIN                  GHBIN                  DRNIN                  STAOUT                  TOPOUT                  BOTOUT                  GHBOUT                  DRNOUT                  ABER
 1          2          2.00000000       13         1.03988581e-01   2.73093451e+01   0.00000000e+00   3.66962995e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.06000215e+01   0.00000000e+00   4.82957103e-01   -1.49359317e-05 
 1          2          2.00000000       14         8.04726565e-02   3.06000215e+01   0.00000000e+00   1.26669567e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.11155259e+01   0.00000000e+00   8.31686516e-01   -2.26642059e-05 
 1          2          2.00000000       15         6.48710488e-02   3.11155259e+01   0.00000000e+00   1.87557722e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.18476337e+01   0.00000000e+00   1.20834706e+00   -6.57142946e-06 
 1          2          2.00000000       16         5.34208321e-02   3.18476337e+01   0.00000000e+00   3.61887721e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.39964735e+01   0.00000000e+00   1.52346019e+00   -1.87282023e-06 
 1          2          2.00000000       17         4.95950961e-02   3.39964735e+01   0.00000000e+00   1.24667998e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.35083795e+01   0.00000000e+00   1.78437005e+00   -1.00975124e-06 
 1          2          2.00000000       18         4.80984765e-02   3.35083795e+01   0.00000000e+00   1.84280153e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.33882051e+01   0.00000000e+00   2.01107466e+00   -2.33902544e-07 
 1          2          2.00000000       19         4.73544247e-02   3.33882051e+01   0.00000000e+00   3.54409195e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.47650869e+01   0.00000000e+00   2.21456432e+00   2.42281626e-07  
 1          2          2.00000000       20         4.72460101e-02   3.47650869e+01   0.00000000e+00   1.21818773e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.36301145e+01   0.00000000e+00   2.40040583e+00   3.10982688e-07  
 1          2          2.00000000       21         4.76799151e-02   3.36301145e+01   0.00000000e+00   1.79724017e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.29050531e+01   0.00000000e+00   2.56998091e+00   5.35383982e-07  
 1          2          2.00000000       22         4.97139119e-02   3.29050531e+01   0.00000000e+00   3.44363334e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.36728080e+01   0.00000000e+00   2.72559162e+00   7.48025474e-07  
 1          2          2.00000000       23         5.40964358e-02   3.36728080e+01   0.00000000e+00   1.18058438e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.20385696e+01   0.00000000e+00   2.86891879e+00   4.58497144e-07  
 1          2          2.00000000       24         5.86525933e-02   3.20385696e+01   3.75123356e-03   1.73782405e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.08366962e+01   0.00000000e+00   3.00210084e+00   4.35621114e-07  
 1          2          2.00000000       25         6.33882925e-02   3.08366962e+01   2.70359814e-02   3.31475613e+00   0.00000000e+00   0.00000000e+00   3.75123356e-03   3.11125510e+01   0.00000000e+00   3.12557389e+00   4.06728333e-07  
 1          2          2.00000000       26         6.83225352e-02   3.11125510e+01   6.35571604e-02   1.13273012e+00   0.00000000e+00   0.00000000e+00   2.70359814e-02   2.91103766e+01   0.00000000e+00   3.23974805e+00   1.78024887e-07  
 1          2          2.00000000       27         7.34264469e-02   2.91103766e+01   1.03932140e-01   1.66257485e+00   0.00000000e+00   0.00000000e+00   6.35571604e-02   2.75417744e+01   0.00000000e+00   3.34497839e+00   7.19867721e-08  
 1          2          2.00000000       28         7.87058616e-02   2.75417744e+01   1.40825280e-01   3.15225148e+00   0.00000000e+00   0.00000000e+00   1.03932140e-01   2.73680529e+01   0.00000000e+00   3.44157202e+00   -3.67327893e-08 
 1          2          2.00000000       29         8.41789254e-02   2.73680529e+01   1.74335984e-01   1.07244186e+00   0.00000000e+00   0.00000000e+00   1.40825280e-01   2.50283817e+01   0.00000000e+00   3.52980288e+00   -1.64156873e-07 
 1          2          2.00000000       30         8.98183718e-02   2.50283817e+01   2.04562675e-01   1.56767467e+00   0.00000000e+00   0.00000000e+00   1.74335984e-01   2.31061735e+01   0.00000000e+00   3.60992824e+00   -3.21773832e-07 
 1          2          2.00000000       31         9.56298470e-02   2.31061735e+01   2.31610564e-01   2.94581146e+00   0.00000000e+00   0.00000000e+00   2.04562675e-01   2.24924561e+01   0.00000000e+00   3.68220707e+00   -4.80520784e-07 
 1          2          2.00000000       32         1.01630312e-01   2.24924561e+01   2.55602210e-01   9.95316620e-01   0.00000000e+00   0.00000000e+00   2.31610564e-01   1.98664715e+01   0.00000000e+00   3.74692366e+00   -4.27351281e-07 
 1          2          2.00000000       33         1.07794400e-01   1.98664715e+01   2.78055906e-01   1.44525539e+00   0.00000000e+00   0.00000000e+00   2.55602210e-01   1.76375513e+01   0.00000000e+00   3.80442418e+00   -5.49921058e-07 
 1          2          2.00000000       34         1.14127385e-01   1.76375513e+01   3.04698029e-01   2.67269197e+00   0.00000000e+00   0.00000000e+00   2.78055906e-01   1.65958291e+01   0.00000000e+00   3.85518437e+00   -6.29401852e-07 
 1          2          2.00000000       35         1.20644472e-01   1.65958291e+01   3.28152421e-01   8.91169080e-01   0.00000000e+00   0.00000000e+00   3.04698029e-01   1.37311444e+01   0.00000000e+00   3.89995297e+00   -3.88973451e-07 
 1          2          2.00000000       36         1.27322553e-01   1.37311444e+01   3.56329353e-01   1.27616448e+00   0.00000000e+00   0.00000000e+00   3.28152421e-01   1.12227123e+01   0.00000000e+00   3.94009655e+00   -4.05520780e-07 
 1          2          2.00000000       37         1.34166012e-01   1.12227123e+01   3.84274038e-01   2.26691036e+00   0.00000000e+00   0.00000000e+00   3.56329353e-01   9.67318065e+00   0.00000000e+00   3.97855302e+00   -3.54359650e-07 
 1          2          2.00000000       38         1.41186562e-01   9.67318065e+00   4.14917053e-01   7.26852246e-01   0.00000000e+00   0.00000000e+00   3.84274038e-01   6.54881776e+00   0.00000000e+00   4.02304479e+00   -8.74645592e-08 
 1          2          2.00000000       39         1.48362219e-01   6.54881776e+00   4.46772164e-01   9.89466856e-01   0.00000000e+00   0.00000000e+00   4.14917053e-01   3.61692350e+00   0.00000000e+00   4.10157849e+00   -4.37378480e-08 
 1          2          2.00000000       40         1.55683876e-01   3.61692350e+00   0.00000000e+00   1.08142153e+00   0.00000000e+00   0.00000000e+00   4.46772164e-01   0.00000000e+00   0.00000000e+00   4.40725655e+00   2.01490965e-07  
 1          3          3.00000000       1          7.20000060e-09   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.20012849e-09   0.00000000e+00   0.00000000e+00   -1.27897692e-13 
 1          3          3.00000000       2          9.60000079e-09   7.20012849e-09   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.67999019e-08   0.00000000e+00   0.00000000e+00   2.27373675e-13  
 1          3          3.00000000       3          9.35600509e-01   1.67999019e-08   0.00000000e+00   2.71227322e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.64782523e+00   0.00000000e+00   0.00000000e+00   4.85167920e-05  
 1          3          3.00000000       4          8.39581744e-01   3.64782523e+00   0.00000000e+00   5.75286659e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.02403212e+01   0.00000000e+00   0.00000000e+00   -4.76044876e-05 
 1          3          3.00000000       5          7.43723470e-01   1.02403212e+01   0.00000000e+00   1.98206367e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.29661139e+01   0.00000000e+00   0.00000000e+00   -5.58316301e-06 
 1          3          3.00000000       6          6.44873386e-01   1.29661139e+01   0.00000000e+00   2.93771230e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.65486943e+01   0.00000000e+00   0.00000000e+00   5.31155852e-06  
 1          3          3.00000000       7          5.47547454e-01   1.65486943e+01   0.00000000e+00   5.69223878e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.27885115e+01   0.00000000e+00   0.00000000e+00   -3.09926230e-05 
 1          3          3.00000000       8          4.59272899e-01   2.27885115e+01   2.84217094e-14   1.96786685e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.52156830e+01   0.00000000e+00   0.00000000e+00   -3.17275933e-05 
 1          3          3.00000000       9          3.76283943e-01   2.52156830e+01   0.00000000e+00   2.91863542e+00   0.00000000e+00   0.00000000e+00   2.84217094e-14   2.85110161e+01   0.00000000e+00   0.00000000e+00   -4.13718881e-04 
 1          3          3.00000000       10         2.99896103e-01   2.85110161e+01   0.00000000e+00   5.65237252e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.44629677e+01   0.00000000e+00   0.00000000e+00   3.16944513e-04  
 1          3          3.00000000       11         2.31922770e-01   3.44629677e+01   0.00000000e+00   1.95251424e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.66192966e+01   0.00000000e+00   2.80262541e-02   8.18386796e-05  
 1          3          3.00000000       12         1.69875099e-01   3.66192966e+01   0.00000000e+00   2.89319119e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.94871698e+01   0.00000000e+00   1.94997576e-01   1.95518133e-04  
 1          3          3.00000000       13         1.20808405e-01   3.94871698e+01   0.00000000e+00   5.59153557e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.46456690e+01   0.00000000e+00   5.53920141e-01   -7.52806889e-05 
 1          3          3.00000000       14         8.87309661e-02   4.46456690e+01   0.00000000e+00   1.92860226e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.55931553e+01   0.00000000e+00   1.06987998e+00   -3.30672152e-05 
 1          3          3.00000000       15         7.02332295e-02   4.55931553e+01   0.00000000e+00   2.85397060e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.68793141e+01   0.00000000e+00   1.63805638e+00   -1.13985922e-05 
 1          3          3.00000000       16         5.73476774e-02   4.68793141e+01   0.00000000e+00   5.50141081e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.02859881e+01   0.00000000e+00   2.15208701e+00   -2.50026154e-06 
 1          3          3.00000000       17         5.11248720e-02   5.02859881e+01   0.00000000e+00   1.89409617e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.96607609e+01   0.00000000e+00   2.57044900e+00   -7.52472747e-07 
 1          3          3.00000000       18         4.93498898e-02   4.96607609e+01   0.00000000e+00   2.79856559e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.95828632e+01   0.00000000e+00   2.92581292e+00   2.80156272e-07  
 1          3          3.00000000       19         4.84171922e-02   4.95828632e+01   0.00000000e+00   5.37844294e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.17683514e+01   0.00000000e+00   3.24137104e+00   8.69547225e-07  
