 IPER  ISTEP           TLEN          ILYR                  STAIN                  TOPIN                  BOTIN                  GHBIN                  WELIN                  DRNIN                  STAOUT                  TOPOUT                  BOTOUT                  GHBOUT                  WELOUT                  DRNOUT                  ABER
 1          9          9.00000000       5          9.97604431e-01   3.48316621e+01   0.00000000e+00   1.02020756e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.60312946e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.75544790e-05  
 1          9          9.00000000       6          1.11341175e+00   4.60312946e+01   0.00000000e+00   1.56122781e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   6.27571273e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.42880594e-04 
 1          9          9.00000000       7          1.06792670e+00   6.27571273e+01   0.00000000e+00   3.62575924e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00082677e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.09137704e-05 
 1          9          9.00000000       8          1.20068277e+00   1.00082677e+02   0.00000000e+00   1.12615109e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.12544108e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.63344081e-04  
 1          9          9.00000000       9          1.18744416e+00   1.12544108e+02   0.00000000e+00   1.74823840e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.31214771e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -8.34898273e-04 
 1          9          9.00000000       10         1.32111186e+00   1.31214771e+02   0.00000000e+00   3.67323411e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.69267889e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.34673866e-04  
 1          9          9.00000000       11         1.31254921e+00   1.69267889e+02   0.00000000e+00   1.30863000e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.83666838e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -9.92850670e-05 
 1          9          9.00000000       12         1.45064130e+00   1.83666838e+02   0.00000000e+00   1.96722284e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.04789691e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.63551538e-05  
 1          9          9.00000000       13         1.44034099e+00   2.04789691e+02   0.00000000e+00   4.47551070e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.50984847e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.92245240e-04  
 1          9          9.00000000       14         1.57455458e+00   2.50984847e+02   0.00000000e+00   1.37478218e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.66307589e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.66307800e-04 
 1          9          9.00000000       15         1.57080357e+00   2.66307589e+02   0.00000000e+00   2.12473728e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.89125760e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.41022271e-06  
 1          9          9.00000000       16         1.72312767e+00   2.89125760e+02   0.00000000e+00   4.43307958e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.35179440e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.44025768e-04  
 1          9          9.00000000       17         1.70727286e+00   3.35179440e+02   0.00000000e+00   1.57391573e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.52625441e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.28742245e-04  
 1          9          9.00000000       18         1.84650200e+00   3.52625441e+02   0.00000000e+00   2.36080701e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.78077117e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.89652377e-03  
 1          9          9.00000000       19         1.82426710e+00   3.78077117e+02   0.00000000e+00   5.35271914e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.33431652e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.07679763e-03 
 1          9          9.00000000       20         1.95110533e+00   4.33431652e+02   0.00000000e+00   1.64011544e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.51784494e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.82064079e-04 
 1          9          9.00000000       21         1.91438828e+00   4.51784494e+02   0.00000000e+00   2.53105795e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.79009485e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.28959561e-05 
 1          9          9.00000000       22         2.02954289e+00   4.79009485e+02   0.00000000e+00   5.25667556e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.33604737e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.04622244e-03  
 1          9          9.00000000       23         1.97059356e+00   5.33604737e+02   0.00000000e+00   1.85954428e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.54172261e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.48820648e-03 
 1          9          9.00000000       24         2.06406028e+00   5.54172261e+02   0.00000000e+00   2.77850816e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.84020695e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.07943053e-04  
 1          9          9.00000000       25         1.99817335e+00   5.84020695e+02   0.00000000e+00   6.23698232e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   6.48388100e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.91539263e-04  
 1          9          9.00000000       26         2.08358986e+00   6.48388100e+02   0.00000000e+00   1.89288207e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   6.69400655e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.44229527e-04 
 1          9          9.00000000       27         2.02092393e+00   6.69400655e+02   0.00000000e+00   2.90263134e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.00448722e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -8.29795737e-04 
 1          9          9.00000000       28         2.11364709e+00   7.00448722e+02   0.00000000e+00   5.91414300e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.61703522e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.77266616e-04  
 1          9          9.00000000       29         2.06500495e+00   7.61703522e+02   0.00000000e+00   2.06207230e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.84389511e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.60601753e-04 
 1          9          9.00000000       30         2.18553024e+00   7.84389511e+02   0.00000000e+00   3.03810441e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   8.16956152e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -6.67568920e-05 
 1          9          9.00000000       31         2.15909277e+00   8.16956152e+02   0.00000000e+00   6.60874434e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   8.85202280e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.07515139e-04  
 1          9          9.00000000       32         2.30918191e+00   8.85202280e+02   0.00000000e+00   1.95083036e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   9.07017753e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.01334376e-03  
 1          9          9.00000000       33         2.30940353e+00   9.07017753e+02   0.00000000e+00   2.94055828e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   9.38733147e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -4.08610100e-04 
 1          9          9.00000000       34         2.50227323e+00   9.38733147e+02   4.73695157e-15   5.71676153e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   9.98404233e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.19728709e-03 
 1          9          9.00000000       35         2.43368000e+00   9.98404233e+02   5.96721869e-05   1.92507974e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.73695157e-15   1.01992172e+03   0.00000000e+00   0.00000000e+00   1.67171483e-01   -1.24157737e-04 
 1          9          9.00000000       36         2.11128950e+00   1.01992172e+03   1.83407095e-02   2.74349339e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.96721869e-05   1.04880920e+03   0.00000000e+00   0.00000000e+00   6.77275161e-01   -2.42911410e-04 
 1          9          9.00000000       37         1.07953118e+00   1.04880920e+03   3.70359461e+02   5.50952022e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.83407095e-02   3.28306973e+02   0.00000000e+00   1.14598879e+03   1.02988612e+00   -5.99198664e-04 
 1          9          9.00000000       38         7.11256862e-01   3.28306973e+02   2.22145645e+02   1.49790225e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.70359461e+02   1.93439651e+02   0.00000000e+00   0.00000000e+00   2.34297379e+00   8.10638968e-04  
 1          9          9.00000000       39         3.27567948e-01   1.93439651e+02   1.06780802e+02   2.12320999e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.22145645e+02   9.50041134e+01   0.00000000e+00   0.00000000e+00   4.63063070e+00   -2.67788447e-04 
 1          9          9.00000000       40         2.73015846e-01   9.50041134e+01   0.00000000e+00   2.38966399e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.06780802e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.23929400e+01   2.70345564e-05  
 1          10         10.00000000      1          7.20000060e-09   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.20005270e-09   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.21064673e-14 
 1          10         10.00000000      2          9.60000079e-09   7.20005270e-09   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.67999967e-08   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.68434189e-14  
 1          10         10.00000000      3          9.50146630e-01   1.67999967e-08   0.00000000e+00   4.82041548e+00   0.00000000e+00   0.00000000e+00   6.47892078e-09   0.00000000e+00   5.77059795e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.58269258e-05 
 1          10         10.00000000      4          1.03479715e+00   5.77059795e+00   0.00000000e+00   3.17266384e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.85320055e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.80529079e-05  
 1          10         10.00000000      5          9.97606919e-01   3.85320055e+01   0.00000000e+00   1.13540732e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.08836494e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.61506019e-05  
 1          10         10.00000000      6          1.11341568e+00   5.08836494e+01   0.00000000e+00   1.73776398e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   6.93748509e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.46035541e-04 
 1          10         10.00000000      7          1.06792957e+00   6.93748509e+01   0.00000000e+00   4.03619093e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.10804720e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.06741713e-05 
 1          10         10.00000000      8          1.20068605e+00   1.10804720e+02   0.00000000e+00   1.25368117e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.24541446e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.72160717e-04  
 1          10         10.00000000      9          1.18744801e+00   1.24541446e+02   0.00000000e+00   1.94623321e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.45192059e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -8.32902399e-04 
 1          10         10.00000000      10         1.32112071e+00   1.45192059e+02   0.00000000e+00   4.08921452e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.87404993e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.31974769e-04  
 1          10         10.00000000      11         1.31255980e+00   1.87404993e+02   0.00000000e+00   1.45680819e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.03285736e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.01497985e-04 
 1          10         10.00000000      12         1.45064897e+00   2.03285736e+02   0.00000000e+00   2.18993601e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.26635716e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.94562247e-05  
 1          10         10.00000000      13         1.44035828e+00   2.26635716e+02   0.00000000e+00   4.98197141e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.77895521e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.66822879e-04  
 1          10         10.00000000      14         1.57457807e+00   2.77895521e+02   0.00000000e+00   1.53029609e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.94773409e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.48468497e-04 
 1          10         10.00000000      15         1.57082159e+00   2.94773409e+02   0.00000000e+00   2.36502842e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.19994521e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -6.60772892e-06 
 1          10         10.00000000      16         1.72313954e+00   3.19994521e+02   0.00000000e+00   4.93411935e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.71058606e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.48495570e-04  
 1          10         10.00000000      17         1.70729254e+00   3.71058606e+02   0.00000000e+00   1.75173058e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.90282774e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.29972705e-04  
 1          10         10.00000000      18         1.84653700e+00   3.90282774e+02   0.00000000e+00   2.62742536e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.18400674e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.89095976e-03  
 1          10         10.00000000      19         1.82430492e+00   4.18400674e+02   0.00000000e+00   5.95681365e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.79796256e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.14090395e-03 
 1          10         10.00000000      20         1.95115716e+00   4.79796256e+02   0.00000000e+00   1.82511607e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.99999035e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -4.60889674e-04 
 1          10         10.00000000      21         1.91442959e+00   4.99999035e+02   0.00000000e+00   2.81647004e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.30078264e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -9.89393530e-05 
 1          10         10.00000000      22         2.02959359e+00   5.30078264e+02   0.00000000e+00   5.84903601e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.90597151e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.06634376e-03  
 1          10         10.00000000      23         1.97067271e+00   5.90597151e+02   0.00000000e+00   2.06900097e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   6.13259326e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.49286946e-03 
 1          10         10.00000000      24         2.06412443e+00   6.13259326e+02   0.00000000e+00   3.09136622e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   6.46236392e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.21022257e-04  
 1          10         10.00000000      25         1.99826477e+00   6.46236392e+02   0.00000000e+00   6.93883529e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.17622430e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.80084456e-04  
 1          10         10.00000000      26         2.08366130e+00   7.17622430e+02   0.00000000e+00   2.10579517e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.40764138e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -9.53948715e-05 
 1          10         10.00000000      27         2.02102259e+00   7.40764138e+02   0.00000000e+00   3.22904610e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.75076486e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -8.64611671e-04 
 1          10         10.00000000      28         2.11372311e+00   7.75076486e+02   0.00000000e+00   6.57889327e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   8.42978870e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.72193917e-04  
 1          10         10.00000000      29         2.06506961e+00   8.42978870e+02   0.00000000e+00   2.29378172e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   8.67981988e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.31818003e-04 
 1          10         10.00000000      30         2.18561810e+00   8.67981988e+02   0.00000000e+00   3.37941254e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   9.03961720e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.14688544e-05  
 1          10         10.00000000      31         2.15915639e+00   9.03961720e+02   0.00000000e+00   7.35093251e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   9.79629919e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.82483892e-04  
 1          10         10.00000000      32         2.30922699e+00   9.79629919e+02   0.00000000e+00   2.16986519e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.00363576e+03   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.04319162e-03  
 1          10         10.00000000      33         2.30946887e+00   1.00363576e+03   0.00000000e+00   3.27068042e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.03865286e+03   0.00000000e+00   0.00000000e+00   0.00000000e+00   -8.34865023e-04 
 1          10         10.00000000      34         2.50233146e+00   1.03865286e+03   4.73695157e-15   6.35842500e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.10474034e+03   0.00000000e+00   0.00000000e+00   0.00000000e+00   -8.94632299e-04 
 1          10         10.00000000      35         2.43505180e+00   1.10474034e+03   5.96723010e-05   2.14113162e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.73695157e-15   1.12841955e+03   0.00000000e+00   0.00000000e+00   1.67171483e-01   4.43138668e-05  
 1          10         10.00000000      36         2.11725700e+00   1.12841955e+03   2.62367007e-02   3.05137378e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.96723010e-05   1.16039979e+03   0.00000000e+00   0.00000000e+00   6.77275161e-01   -3.44945031e-04 
 1          10         10.00000000      37         1.08803083e+00   1.16039979e+03   4.10344689e+02   6.12775728e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.62367007e-02   3.62717592e+02   0.00000000e+00   1.26933695e+03   1.02988612e+00   -5.78741270e-04 
 1          10         10.00000000      38         7.17251319e-01   3.62717592e+02   2.46191101e+02   1.66597797e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.10344689e+02   2.13597223e+02   0.00000000e+00   0.00000000e+00   2.34297379e+00   8.37440271e-04  
 1          10         10.00000000      39         3.28604465e-01   2.13597223e+02   1.18322473e+02   2.36144622e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.46191101e+02   1.04922247e+02   0.00000000e+00   0.00000000e+00   4.74972359e+00   -3.07970158e-04 
 1          10         10.00000000      40         2.73734167e-01   1.04922247e+02   0.00000000e+00   2.65779508e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.18322473e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.34513912e+01   6.74282778e-05  
 2          1          11.00000000      1          7.20000060e-09   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.20005270e-09   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.21064673e-14 
 2          1          11.00000000      2          9.60000079e-09   7.20005270e-09   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.67999967e-08   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.68434189e-14  
 2          1          11.00000000      3          1.12000001e+00   1.67999967e-08   0.00000000e+00   4.82041548e+00   0.00000000e+00   0.00000000e+00   6.47892078e-09   0.00000000e+00   5.94012483e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.90667666e-04  
 2          1          11.00000000      4          1.28125000e+00   5.94012483e+00   4.15525392e-10   3.17266384e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.89483180e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   -3.04714186e-04 
 2          1          11.00000000      5          1.48370000e+00   3.89483180e+01   0.00000000e+00   1.13540732e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.15525392e-10   5.17855117e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.79410977e-04  
 2          1          11.00000000      6          1.72592500e+00   5.17855117e+01   0.00000000e+00   1.73776398e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.08903443e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.26780155e-03 
 2          1          11.00000000      7          1.84920000e+00   7.08903443e+01   0.00000000e+00   4.03619093e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.13102247e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -7.93247111e-04 
 2          1          11.00000000      8          2.09245000e+00   1.13102247e+02   0.00000000e+00   1.25368117e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.27729260e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.24896813e-03  
 2          1          11.00000000      9          2.25680000e+00   1.27729260e+02   0.00000000e+00   1.94623321e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.49447681e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.10963496e-04  
 2          1          11.00000000      10         2.42030000e+00   1.49447681e+02   0.00000000e+00   4.08921452e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.92761533e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.40714024e-03 
 2          1          11.00000000      11         2.62600000e+00   1.92761533e+02   0.00000000e+00   1.45680819e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.09955367e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.47720097e-04  
 2          1          11.00000000      12         2.87107500e+00   2.09955367e+02   0.00000000e+00   2.18993601e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.34725960e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.57656543e-04 
 2          1          11.00000000      13         2.99700000e+00   2.34725960e+02   0.00000000e+00   4.98197141e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.87541840e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   8.34404231e-04  
 2          1          11.00000000      14         3.24310000e+00   2.87541840e+02   1.47246804e-07   1.53029609e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.06089755e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.85434823e-03 
 2          1          11.00000000      15         3.41040000e+00   3.06089755e+02   0.00000000e+00   2.36502842e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.47246804e-07   3.33150260e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.78848251e-04  
 2          1          11.00000000      16         3.57615000e+00   3.33150260e+02   0.00000000e+00   4.93411935e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.86070372e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.76778987e-03 
 2          1          11.00000000      17         3.78510000e+00   3.86070372e+02   8.05281767e-13   1.75173058e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.07370063e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.71473337e-03  
 2          1          11.00000000      18         4.03138817e+00   4.07370063e+02   0.00000000e+00   2.62742536e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   8.05281767e-13   4.37672261e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.44346901e-03  
 2          1          11.00000000      19         3.73336383e+00   4.37672261e+02   0.00000000e+00   6.02662788e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.01674304e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.40010677e-03 
 2          1          11.00000000      20         3.73528125e+00   5.01674304e+02   3.47692245e-12   1.87024325e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.24107603e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.41408682e-03  
 2          1          11.00000000      21         3.58595612e+00   5.24107603e+02   1.01370764e-12   2.89569062e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.47692245e-12   5.56655520e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -5.05424422e-03 
 2          1          11.00000000      22         3.69975351e+00   5.56655520e+02   0.00000000e+00   6.04728633e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.01370764e-12   6.20826686e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.45082168e-03  
 2          1          11.00000000      23         3.59931021e+00   6.20826686e+02   0.00000000e+00   2.14523526e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   6.45880044e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -1.69574924e-03 
 2          1          11.00000000      24         3.72177878e+00   6.45880044e+02   0.00000000e+00   3.21148139e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   6.81715439e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   1.19773185e-03  
 2          1          11.00000000      25         3.58400220e+00   6.81715439e+02   0.00000000e+00   7.22910329e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.57590712e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.37011647e-04 
 2          1          11.00000000      26         3.63773105e+00   7.57590712e+02   0.00000000e+00   2.19771254e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.83205207e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   3.60654250e-04  
 2          1          11.00000000      27         3.29879778e+00   7.83205207e+02   0.00000000e+00   3.37288760e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   8.20233789e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -9.07845579e-04 
 2          1          11.00000000      28         3.23113474e+00   8.20233789e+02   7.75025057e-08   6.88318534e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   8.92296548e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   2.28775862e-04  
 2          1          11.00000000      29         2.88831677e+00   8.92296548e+02   0.00000000e+00   2.40190949e+01   0.00000000e+00   0.00000000e+00   0.00000000e+00   7.75025057e-08   9.19204229e+02   0.00000000e+00   0.00000000e+00   0.00000000e+00   -2.68844515e-04 
