 IPER  ISTEP           DLEN           ILYR    IROW   ICOL            XCORD               YCORD                      FlowX                    FlowY                   FlowZ
 1          1          1.00000000       1          1          1          50.00000000      -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          2          150.00000000     -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          3          250.00000000     -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          4          350.00000000     -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          5          450.00000000     -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          6          550.00000000     -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          7          650.00000000     -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          8          750.00000000     -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          9          850.00000000     -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          10         950.00000000     -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          11         1050.00000000    -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          12         1150.00000000    -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          13         1250.00000000    -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          14         1350.00000000    -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          15         1450.00000000    -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
 1          1          1.00000000       1          1          16         1550.00000000    -50.00000000     0.00000000e+00   0.00000000e+00   0.00000000e+00  
