 IPER  ISTEP           TLEN          ILYR                  STAIN                  TOPIN                  BOTIN                  GHBIN                  DRNIN                  STAOUT                  TOPOUT                  BOTOUT                  GHBOUT                  DRNOUT                  ABER
 1          3          3.00000000       14         1.23315974e-01   4.35935971e+01   0.00000000e+00   1.79537861e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.44157862e+01   0.00000000e+00   1.09647540e+00   3.00934500e-05  
 1          3          3.00000000       15         7.72988382e-02   4.44157862e+01   0.00000000e+00   2.71748376e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.59659557e+01   0.00000000e+00   1.24460207e+00   1.10330748e-05  
 1          3          3.00000000       16         6.86886370e-02   4.59659557e+01   0.00000000e+00   5.39808217e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.91117614e+01   0.00000000e+00   2.32095506e+00   9.98644497e-06  
 1          3          3.00000000       17         6.29872258e-02   4.91117614e+01   0.00000000e+00   1.85559706e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.89988342e+01   0.00000000e+00   2.03150989e+00   1.58535124e-06  
 1          3          3.00000000       18         4.60534667e-02   4.89988342e+01   0.00000000e+00   2.70867711e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.85705735e+01   0.00000000e+00   3.18298724e+00   4.03374540e-06  
 1          3          3.00000000       19         5.79606695e-02   4.85705735e+01   0.00000000e+00   5.83775016e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   5.16841646e+01   0.00000000e+00   2.78211768e+00   2.13125714e-06  
 1          3          3.00000000       20         4.48837580e-02   5.16841646e+01   0.00000000e+00   1.71923839e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.96563957e+01   0.00000000e+00   3.79188887e+00   2.09206607e-06  
 1          3          3.00000000       21         5.65865216e-02   4.96563957e+01   1.63510760e-02   2.59541504e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.89436754e+01   0.00000000e+00   3.38107142e+00   1.59543410e-06  
 1          3          3.00000000       22         5.02907258e-02   4.89436754e+01   0.00000000e+00   5.12221257e+00   0.00000000e+00   0.00000000e+00   1.63510760e-02   4.98195968e+01   0.00000000e+00   4.28022893e+00   1.87558139e-06  
 1          3          3.00000000       23         5.75676185e-02   4.98195968e+01   1.39559463e-01   1.75284821e+00   0.00000000e+00   0.00000000e+00   0.00000000e+00   4.78837184e+01   0.00000000e+00   3.88585275e+00   9.38281779e-07  
 1          3          3.00000000       24         5.92587600e-02   4.78837184e+01   0.00000000e+00   2.54857644e+00   0.00000000e+00   0.00000000e+00   1.39559463e-01   4.56591487e+01   0.00000000e+00   4.69284402e+00   1.44004695e-06  
